scenario_id,scenario_base_id,c,n_nodes,money_distribution,income_distribution_rule,growth_rule,spending_label,a,b,topology_label,topology_family,target_mean_degree_requested,runs,run_default_rate,run_large_event_rate,mean_periods_completed,mean_time_steps_completed,mean_avalanche_count,event_count,events_per_run,event_occupancy,event_large_event_rate,mean_event_size,mean_event_fraction,median_event_size,p90_event_size,p99_event_size,max_event_size,mean_initial_default_count,mean_propagated_default_count,propagated_share_total,initial_share_total,mean_first_cascade_credit,mean_final_active_credit,mean_initial_gini,mean_final_net_worth_gini,mean_topology_degree,mean_topology_clustering,mean_topology_degree_cv,fit_status,alpha,bootstrap_p,bounded_alpha,bounded_bootstrap_p,pl_vs_exponential_R,pl_vs_lognormal_R,gate_event_count,gate_not_saturated,gate_has_transition,gate_propagation,gate_tail_plausible,gate_alternative_not_better,soc_screen_score,quick_soc_candidate
stage2__c-0p450__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.45,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.25,240.0,58335.333333333336,36.16666666666666,868,36.16666666666666,0.1506944444444444,0.0069124423963133,1.5944700460829493,0.0132872503840245,1.0,3.0,10.0,24,1.096774193548387,0.4976958525345622,0.3121387283236994,0.6878612716763006,4004.2916666666665,31105.416666666668,0.3086015059298583,0.2670822060445973,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p530__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.53,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.5416666666666666,240.0,120220.33333333331,123.33333333333331,2960,123.33333333333331,0.5138888888888888,0.0067567567567567,2.227027027027027,0.0185585585585585,2.0,4.0,11.0,18,1.393918918918919,0.8331081081081081,0.3740898058252427,0.6259101941747572,3112.0416666666665,20115.33333333333,0.3088432734504355,0.2906411262063581,119.0,1.0,0.0,ok,3.9480067297866897,0.047619047619047616,3.9448762607599113,0.047619047619047616,-3.6808942286615305,-3.3600192350683304,True,True,False,True,False,False,3,False
stage2__c-0p690__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.69,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.5,240.0,111329.79166666669,111.625,2679,111.625,0.4651041666666666,0.0063456513624486,2.1881298992161256,0.018234415826801,1.0,4.0,10.0,23,1.3706606942889137,0.8174692049272116,0.3735926305015353,0.6264073694984647,2382.458333333333,20904.541666666668,0.3301900411911279,0.2806685661167188,119.0,1.0,0.0,ok,3.430642699023299,0.047619047619047616,3.4265160159823638,0.09523809523809523,-1.444542528858452,-6.126995523113619,True,True,False,True,False,False,3,False
stage2__c-0p460__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.46,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.25,240.0,63340.66666666666,46.875,1125,46.875,0.1953125,0.0062222222222222,1.6684444444444444,0.0139037037037036,1.0,3.0,9.759999999999993,36,1.1226666666666667,0.5457777777777778,0.3271177410761854,0.6728822589238146,2710.6666666666665,27951.0,0.3362604436180914,0.2728012083733291,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p460__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.46,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.2916666666666667,240.0,63393.54166666666,47.125,1131,47.125,0.1963541666666666,0.0061892130857648,1.6427939876215738,0.0136899498968464,1.0,3.0,9.0,23,1.1114058355437666,0.5313881520778072,0.3234660925726588,0.6765339074273412,1193.25,29069.375,0.2797413182350668,0.2731495218505539,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p455__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.455,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.25,240.0,61084.708333333336,40.54166666666666,973,40.54166666666666,0.1689236111111111,0.0061664953751284,1.587872559095581,0.0132322713257964,1.0,3.0,9.0,15,1.103802672147996,0.4840698869475848,0.3048543689320388,0.6951456310679611,3594.7916666666665,31666.166666666668,0.3190449621484134,0.2656715841430434,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p530__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.53,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.4583333333333333,240.0,120493.54166666669,122.83333333333331,2948,122.83333333333331,0.5118055555555555,0.0061058344640434,2.243215739484396,0.0186934644957032,2.0,4.300000000000182,10.0,21,1.3863636363636365,0.8568521031207599,0.381974897928323,0.618025102071677,1329.3333333333333,20036.0,0.2715820393026838,0.292314437004228,119.0,1.0,0.0,ok,4.0726137669688915,0.09523809523809523,4.0702971600414415,0.09523809523809523,-3.038731559863553,-3.006644638824967,True,True,False,True,False,False,3,False
stage2__c-0p695__money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,money-pareto__income-uniform__growth-random__spend-high_wealth__topo-complete,0.695,120,pareto,uniform,random,high_wealth,0.04,0.2,complete,complete,0,24,1.0,0.5,240.0,116272.625,119.0,2856,119.0,0.4958333333333333,0.0059523809523809,2.1736694677871147,0.0181139122315592,1.0,4.0,10.0,22,1.343487394957983,0.8301820728291317,0.3819265463917525,0.6180734536082474,2310.083333333333,22233.291666666668,0.3283228046713978,0.2880808297690261,119.0,1.0,0.0,ok,3.43831776185066,0.047619047619047616,3.4342758314075956,0.047619047619047616,-2.6025565950950496,-6.582942592441016,True,True,False,True,False,False,3,False
stage2__c-0p535__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.535,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.5416666666666666,240.0,125161.45833333331,132.33333333333334,3176,132.33333333333334,0.5513888888888889,0.0056675062972292,2.3356423173803527,0.0194636859781695,2.0,5.0,10.0,26,1.4247481108312343,0.9108942065491183,0.3899973038554866,0.6100026961445133,1326.0416666666667,18137.041666666668,0.2757587279167024,0.2821671993689295,119.0,1.0,0.0,ok,3.755838996569123,0.047619047619047616,3.7527731778588294,0.09523809523809523,-1.2340474291172876,-4.437746393643286,True,True,False,True,False,False,3,False
stage2__c-0p460__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.46,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.2083333333333333,240.0,63217.91666666666,44.16666666666666,1060,44.16666666666666,0.1840277777777778,0.0056603773584905,1.639622641509434,0.0136635220125785,1.0,3.0,7.410000000000082,22,1.1084905660377358,0.5311320754716982,0.3239355581127733,0.6760644418872267,6962.875,29347.08333333333,0.0,0.2676064814814815,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p515__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.515,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.5,240.0,104313.16666666669,104.75,2514,104.75,0.4364583333333333,0.005568814638027,2.0922832140015912,0.0174356934500132,1.0,4.0,9.0,19,1.313444709626094,0.7788385043754972,0.3722433460076045,0.6277566539923954,2523.125,21681.166666666668,0.313779685080242,0.2812615040702957,119.0,1.0,0.0,ok,3.5551763320542986,0.09523809523809523,3.55223499684831,0.047619047619047616,-0.5530260364471511,-4.3418552727357005,True,True,False,True,False,False,3,False
stage2__c-0p455__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.455,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.2083333333333333,240.0,61365.04166666666,39.75,954,39.75,0.165625,0.0052410901467505,1.618448637316562,0.0134870719776379,1.0,3.0,9.0,32,1.0880503144654088,0.5303983228511531,0.327720207253886,0.6722797927461139,1924.75,31416.75,0.2713608607916715,0.2683655549131832,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p465__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.465,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.25,240.0,65595.0,48.41666666666666,1162,48.41666666666666,0.2017361111111111,0.0051635111876075,1.721170395869191,0.0143430866322432,1.0,3.0,9.3900000000001,40,1.1247848537005165,0.5963855421686747,0.3465,0.6535,2727.7916666666665,28523.08333333333,0.3082445884708188,0.2701549328692963,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p520__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.52,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.4166666666666667,240.0,108678.08333333331,109.75,2634,109.75,0.4572916666666666,0.0049354593773728,2.170083523158694,0.0180840293596557,1.0,4.0,10.0,18,1.3621867881548977,0.8078967350037966,0.3722883135059482,0.6277116864940517,2300.75,19830.916666666668,0.3297516876080302,0.281412690131479,119.0,1.0,0.0,ok,4.1359135631502175,0.047619047619047616,3.0888734551829544,0.047619047619047616,-4.005841608560698,-3.411196911516926,True,True,False,True,False,False,3,False
stage2__c-0p450__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.45,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.1666666666666666,240.0,58850.5,38.708333333333336,929,38.708333333333336,0.1612847222222222,0.0043057050592034,1.5177610333692142,0.01264800861141,1.0,2.0,7.0,29,1.094725511302476,0.4230355220667384,0.2787234042553191,0.7212765957446808,1388.25,32080.83333333333,0.2750134144126742,0.2729283600424356,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p450__money-equal__income-uniform__growth-random__spend-high_both__topo-complete,money-equal__income-uniform__growth-random__spend-high_both__topo-complete,0.45,120,equal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.0833333333333333,240.0,58737.875,34.041666666666664,817,34.041666666666664,0.1418402777777777,0.0024479804161566,1.5850673194614444,0.0132088943288453,1.0,3.0,8.840000000000032,16,1.0820073439412483,0.5030599755201959,0.3173745173745174,0.6826254826254826,7776.708333333333,31862.5,0.0,0.268722800925926,119.0,1.0,0.0,,,,,,,,True,True,False,True,False,False,3,False
stage2__c-0p600__money-normal__income-uniform__growth-random__spend-high_both__topo-complete,money-normal__income-uniform__growth-random__spend-high_both__topo-complete,0.6,120,normal,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.9583333333333334,240.0,232730.4583333333,200.25,4806,200.25,0.834375,0.019558884727424,3.7900540990428633,0.0315837841586904,3.0,8.0,13.0,20,2.13150228880566,1.6585518102372034,0.4376063683777106,0.5623936316222893,1183.2083333333333,13412.708333333334,0.2780036585566263,0.2900234742325005,119.0,1.0,0.0,ok,5.0224675525354066,0.047619047619047616,5.021810194377141,0.047619047619047616,-11.59135896012021,-11.008450581918698,True,False,False,True,False,False,2,False
stage2__c-0p600__money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,money-pareto__income-uniform__growth-random__spend-high_both__topo-complete,0.6,120,pareto,uniform,random,high_both,0.04,0.4,complete,complete,0,24,1.0,0.9583333333333334,240.0,232776.79166666663,200.04166666666663,4801,200.04166666666663,0.8335069444444444,0.0189543845032284,3.746511143511768,0.0312209261959313,3.0,7.0,13.0,22,2.1505936263278485,1.59591751718392,0.4259743147828987,0.5740256852171013,2335.833333333333,13767.75,0.3292353579540084,0.2889206914929914,119.0,1.0,0.0,ok,6.916369179894703,0.047619047619047616,6.916321371037905,0.09523809523809523,-1.7967226465963062,-1.7545275150019708,True,False,False,True,False,False,2,False
